local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.011658071406919452, 0.10983190885892699, 0.0023095484459295657]","[-0.0033723264859403038, -0.039422871919921956, 0.054982616077176055]","[-0.003372326485940303, -0.03942287191992194, 0.05498261607717607]","[0.0, 0.0, 1.734723475976807e-18]","[0.0019454795805961653, 0.07088412307109163, 0.057877549796587935]","[0.0019454795805961662, 0.07088412307109163, 0.05787754979658794]","[[-0.97226794 -0.0647134   0.22473813 -0.00652861]
 [ 0.04997917 -0.99624838 -0.0706488   0.07460994]
 [ 0.22846693 -0.05745734  0.97185468 -0.05262023]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.50065284 -0.05024429 -1.34499128],"[-0.05538051799892848, 0.011438050673677674, 0.007812230686413483, 0.04434246822126413, 0.011588051628430629, 0.02673247110266369, 0.04434234208800824, 0.011588051628947209, -0.025539660334645657, -0.08345317681652754, 0.0336913405392181, 0.013830163669587694, 0.07256476021938615, 0.033841342793519504, 0.032004270322434664, 0.07256475237368572, 0.03384134279355163, -0.03081082627106694]","[0.05814668230806125, 0.06262397547820217, 0.052215703889902224, -0.03448063392880567, 0.05493401681402054, 0.09300438860596641, -0.04642296449747682, 0.057937442424170205, 0.04220344471504905, 0.08792792804593266, 0.04192507444682548, 0.05018309504586669, -0.059603630847908935, 0.030634947485399428, 0.10289826832449214, -0.07395479526780832, 0.0342441361384502, 0.04185112099465615]","[0.058146682308061255, 0.06262397547820217, 0.05221570388990224, -0.03448063392880567, 0.054934016814020555, 0.09300438860596642, -0.046422964497476814, 0.05793744242417022, 0.042203444715049054, 0.08792792804593266, 0.04192507444682549, 0.0501830950458667, -0.05960363084790893, 0.03063494748539944, 0.10289826832449216, -0.07395479526780832, 0.03424413613845022, 0.041851120994656155]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0528395673951953, 0.08010073497630471, 0.033294563110089756]","[0.04456228542131703, -0.015076013242487363, 0.05488946569113582]","[0.04456228542131703, -0.015076013242487363, 0.05488946569113582]","[-8.673617379884035e-19, 0.0, 0.0]","[0.0003957448156097221, 0.07542908615271669, 0.04166754323878489]","[0.00039574481560972316, 0.07542908615271669, 0.041667543238784896]","[[-0.99400745  0.10377276  0.03435712 -0.00886569]
 [-0.10878429 -0.96993281 -0.21770697  0.08227551]
 [ 0.01073205 -0.22013986  0.97540928 -0.02404221]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.35176866  0.10991858 -1.5627092 ],"[-0.039841002024951465, 0.014222820946562728, 0.0073398727874072756, 0.059881984195241114, 0.014372821901315738, 0.026260113203657502, 0.05988185806198522, 0.014372821901832325, -0.026012018233651867, -0.06791366084255054, 0.036476110812103155, 0.013357805770581484, 0.08810427619336313, 0.03662611306640465, 0.03153191242342847, 0.08810426834766269, 0.036626113066436754, -0.031283184170073156]","[0.03852954983414527, 0.055883695967539, 0.044361693918120684, -0.0604091057953504, 0.06192163605237954, 0.06621021057550033, -0.0609699673474682, 0.07342880264406855, 0.01522348410315532, 0.06407775810613181, 0.03006153565601636, 0.044422449628030436, -0.09082650545372832, 0.042105610957943865, 0.06747731270171982, -0.09150063217362517, 0.05593371669554805, 0.006206884231485011]","[0.03852954983414526, 0.05588369596753902, 0.04436169391812069, -0.060409105795350394, 0.061921636052379554, 0.06621021057550035, -0.06096996734746819, 0.07342880264406855, 0.015223484103155323, 0.06407775810613181, 0.030061535656016367, 0.04442244962803044, -0.0908265054537283, 0.042105610957943865, 0.06747731270171983, -0.09150063217362518, 0.05593371669554805, 0.00620688423148502]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.07971467807342367, 0.10602268137724874, 0.0532535742774705]","[0.0963039043499114, -0.03188095076650617, 0.054966158292139376]","[0.0963039043499114, -0.031880950766506155, 0.05496615829213937]","[0.0, 0.0, 0.0]","[0.002005086565592405, 0.07412526530543487, 0.037599605419274755]","[0.0020050865655924064, 0.07412526530543485, 0.03759960541927475]","[[-0.98984591 -0.11481726  0.08379777  0.00734482]
 [ 0.08987855 -0.96227454 -0.25680644  0.08080446]
 [ 0.11012227 -0.24666719  0.96282313 -0.0181383 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.31852199 -0.09936441 -1.46053154],"[-0.059743275727461874, 0.011573154836283475, 0.007645722923939894, 0.039979710492730705, 0.011723155791036423, 0.026565963340190114, 0.03997958435947482, 0.011723155791553003, -0.025706168097119238, -0.08781593454506093, 0.0338264447018239, 0.013663655907114096, 0.06820200249085273, 0.03397644695612531, 0.0318377625599611, 0.0682019946451523, 0.033976446956157424, -0.030977334033540537]","[0.06302386662549281, 0.06796232303644846, 0.03698267014517398, -0.03358950192114569, 0.05170105881128486, 0.06351755816526321, -0.03934570307024109, 0.0645948929325022, 0.013188730292949927, 0.09347427509264677, 0.04828734774851642, 0.034709660703529766, -0.05894458626010299, 0.025746497210785868, 0.0652435450161195, -0.06586191979761859, 0.04124092131262748, 0.004763716324777839]","[0.0630238666254928, 0.06796232303644845, 0.03698267014517398, -0.03358950192114569, 0.05170105881128486, 0.06351755816526321, -0.039345703070241086, 0.0645948929325022, 0.013188730292949931, 0.09347427509264675, 0.04828734774851642, 0.034709660703529766, -0.05894458626010299, 0.025746497210785854, 0.06524354501611948, -0.06586191979761859, 0.04124092131262746, 0.004763716324777843]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.020059172524355837, 0.08943160426692966, 0.047923164557456474]","[0.0017829475791658108, -0.022112683475110754, 0.0549755841391806]","[0.0017829475791658086, -0.022112683475110737, 0.054975584139180605]","[-1.734723475976807e-18, 0.0, 0.0]","[-0.00048370316505598476, 0.0793247443351231, 0.03491760620103965]","[-0.00048370316505598135, 0.07932474433512311, 0.03491760620103965]","[[-0.98257061  0.18263826  0.034616   -0.01617171]
 [-0.18492938 -0.94149182 -0.28176989  0.08443288]
 [-0.01887128 -0.28326033  0.95885737 -0.01102058]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.28044805  0.18615306 -1.59500006],"[-0.032934307961425824, 0.01730984981250077, 0.007917321570822977, 0.06678867825876679, 0.01745985076725369, 0.026837561987073186, 0.06678855212551094, 0.017459850767770305, -0.025434569450236182, -0.06100696677902489, 0.03956313967804122, 0.013935254553997222, 0.0950109702568888, 0.03971314193234257, 0.03210936120684416, 0.09501096241118837, 0.03971314193237474, -0.03070573538665747]","[0.02852607005352525, 0.05476993456272346, 0.036491739973290735, -0.06984359398504789, 0.06748258875634572, 0.05804329673050638, -0.06885702777573319, 0.08228918685272385, 0.007921773759409157, 0.051880586326885254, 0.026986860963084683, 0.03502000925285261, -0.1017887615051996, 0.050192475722942116, 0.05780483557930247, -0.1006033522245551, 0.06798549919939452, -0.00242588316499592]","[0.028526070053525258, 0.05476993456272347, 0.036491739973290735, -0.06984359398504787, 0.06748258875634572, 0.05804329673050638, -0.0688570277757332, 0.08228918685272388, 0.007921773759409157, 0.05188058632688526, 0.026986860963084683, 0.03502000925285262, -0.10178876150519958, 0.050192475722942116, 0.05780483557930248, -0.10060335222455509, 0.06798549919939453, -0.00242588316499592]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.05725458971266817, 0.10169085587946622, 0.01602080219652459]","[0.06733240745234952, -0.027199310736472266, 0.05494737898099373]","[0.06733240745234953, -0.027199310736472262, 0.05494737898099372]","[0.0, 0.0, -1.734723475976807e-18]","[0.00219651458192566, 0.07093123366888926, 0.05681714644368441]","[0.0021965145819256614, 0.07093123366888927, 0.056817146443684415]","[[-0.98367645 -0.07261653  0.16464348 -0.00204313]
 [ 0.05996401 -0.99494416 -0.08056322  0.07501828]
 [ 0.16966129 -0.06937546  0.98305752 -0.0513063 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.49126229 -0.06119074 -1.4036271 ],"[-0.05624779154772089, 0.011432745105481805, 0.007713567455690809, 0.04347519467247171, 0.01158274606023476, 0.02663380787194101, 0.04347506853921583, 0.011582746060751353, -0.02563832356536833, -0.08432045036531993, 0.03368603497102221, 0.013731500438865028, 0.07169748667059372, 0.033836037225323634, 0.031905607091712, 0.0716974788248933, 0.033836037225355775, -0.030909489501789615]","[0.05952038967159453, 0.06310567769040139, 0.05421813588813361, -0.03535573652500362, 0.05440229785884963, 0.08922447582539036, -0.04422416990074214, 0.05802870999419282, 0.03783794306144553, 0.08949020982473369, 0.04258593899314871, 0.05371933321770504, -0.06088852382867708, 0.029846377411018442, 0.09726077744891223, -0.07154580667016587, 0.034204203976940836, 0.03550992296001589]","[0.05952038967159454, 0.06310567769040137, 0.05421813588813361, -0.03535573652500362, 0.05440229785884963, 0.08922447582539036, -0.044224169900742134, 0.05802870999419282, 0.03783794306144553, 0.08949020982473369, 0.04258593899314871, 0.053719333217705036, -0.060888523828677085, 0.029846377411018435, 0.09726077744891223, -0.07154580667016586, 0.034204203976940836, 0.035509922960015886]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.04779995814273365, 0.07669451544065745, 0.05519086458547414]","[0.03951246739543604, -0.0163301941452291, 0.054984903422396245]","[0.03951246739543604, -0.016330194145229092, 0.05498490342239626]","[0.0, 0.0, 0.0]","[-0.0029273905796386723, 0.07842358037139024, 0.034164315036723236]","[-0.0029273905796386736, 0.07842358037139026, 0.034164315036723236]","[[-0.97073971  0.11588854  0.21031942 -0.01911555]
 [-0.17213834 -0.94649247 -0.27298423  0.08304973]
 [ 0.16743001 -0.30120067  0.93874669 -0.00796027]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.29966498  0.1732499  -1.40124002],"[-0.03640208684540069, 0.015601169307352905, 0.0064331308505013295, 0.06332089937479192, 0.0157511702621059, 0.02535337126675157, 0.06332077324153605, 0.01575117026262248, -0.0269187601705578, -0.06447474566299975, 0.03785445917289333, 0.012451063833675549, 0.09154319137291393, 0.0380044614271948, 0.030625170486522534, 0.0915431835272135, 0.03800446142722691, -0.032189926106979086]","[0.030801100459040547, 0.05750094292333276, 0.028288456166112568, -0.06286196724466546, 0.06321693060592401, 0.06698250236848471, -0.07161376812939235, 0.07896131703388459, 0.01791218545187616, 0.055229283389224997, 0.03137246658964486, 0.02195874815322447, -0.09320645397599042, 0.04383712885086673, 0.07179228503157721, -0.1037235784159033, 0.0627570771632693, 0.012824819345638123]","[0.030801100459040543, 0.05750094292333278, 0.02828845616611257, -0.06286196724466546, 0.06321693060592402, 0.06698250236848471, -0.07161376812939237, 0.07896131703388462, 0.017912185451876166, 0.055229283389224997, 0.031372466589644876, 0.021958748153224475, -0.09320645397599042, 0.04383712885086674, 0.07179228503157722, -0.1037235784159033, 0.06275707716326932, 0.012824819345638132]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.019251524316215136, 0.05297108235538649, -0.010933812340498464]","[0.024402069426391126, 0.018565582809427904, 0.05498486439905286]","[0.024402069426391122, 0.01856558280942791, 0.05498486439905287]","[0.0, 0.0, 1.734723475976807e-18]","[0.0024938348731408594, 0.07080532902741023, 0.06431991557924314]","[0.0024938348731408594, 0.07080532902741021, 0.06431991557924314]","[[-0.99359592 -0.02863845 -0.10930231  0.01153593]
 [ 0.0299955  -0.99949178 -0.01079126  0.07138863]
 [-0.10893771 -0.01400073  0.99394998 -0.06266778]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.56421034 -0.03695483 -1.68318359],"[-0.05266872496340599, 0.011547616184119543, 0.007031905276799832, 0.04705426125678662, 0.011697617138872511, 0.025952145693050065, 0.047054135123530724, 0.011697617139389105, -0.02631998574425929, -0.08074138378100504, 0.033800906049659955, 0.013049838259974052, 0.07527655325490863, 0.033950908303961407, 0.031223944912821038, 0.07527654540920818, 0.03395090830399353, -0.031591151680680586]","[0.05440560176635503, 0.0606734805063109, 0.07694147745559662, -0.04673537844926068, 0.05740274672143233, 0.08484567886375566, -0.04104084672990935, 0.05813459824819881, 0.032889808869544936, 0.08231039963858258, 0.03915120223941779, 0.08575126713705936, -0.07468373167220474, 0.03427871334642068, 0.08676068093058567, -0.06784079098235851, 0.03515817067775701, 0.024325618044667097]","[0.05440560176635504, 0.0606734805063109, 0.07694147745559662, -0.04673537844926068, 0.05740274672143233, 0.08484567886375566, -0.041040846729909354, 0.058134598248198804, 0.03288980886954495, 0.08231039963858258, 0.03915120223941779, 0.08575126713705937, -0.07468373167220474, 0.03427871334642067, 0.08676068093058567, -0.06784079098235851, 0.035158170677757006, 0.0243256180446671]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.01365736203960622, 0.09023052359460271, -0.000568956089931431]","[-0.0333321166092681, -0.008859249778361451, 0.05496980963834931]","[-0.0333321166092681, -0.008859249778361458, 0.05496980963834931]","[0.0, 0.0, 3.2526065174565133e-18]","[-0.0006040650213211193, 0.07606021199871829, 0.061748768837007785]","[-0.0006040650213211171, 0.0760602119987183, 0.061748768837007785]","[[-0.96667304  0.22191975 -0.12765133 -0.00958088]
 [-0.21725362 -0.97485614 -0.04956175  0.07707691]
 [-0.13544041 -0.02017729  0.99058002 -0.05971422]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.52690861  0.21997843 -1.71751105],"[-0.029885092695489307, 0.019134714030533156, 0.008653286079921312, 0.06983789352470332, 0.01928471498528607, 0.02757352649617151, 0.0698377673914474, 0.019284714985802677, -0.024698604941137847, -0.05795775151308835, 0.0413880038960736, 0.01467121906309553, 0.09806018552282533, 0.04153800615037492, 0.032845325715942494, 0.09806017767712487, 0.04153800615040709, -0.029969770877559136]","[0.02295595787596677, 0.050599926166691386, 0.0731870629781807, -0.07603871748560842, 0.07220243825259999, 0.07919186938658154, -0.06895883667492214, 0.0732571202919027, 0.027412156578207413, 0.04444336123438479, 0.022554866693969736, 0.08162890735030781, -0.10886906885148984, 0.05666539414928704, 0.07970848340452796, -0.10036135886922552, 0.05793283092022078, 0.017485104880532922]","[0.022955957875966774, 0.05059992616669139, 0.0731870629781807, -0.07603871748560843, 0.07220243825259999, 0.07919186938658154, -0.06895883667492214, 0.0732571202919027, 0.02741215657820741, 0.04444336123438479, 0.02255486669396973, 0.08162890735030781, -0.10886906885148984, 0.056665394149287056, 0.07970848340452798, -0.10036135886922552, 0.05793283092022078, 0.01748510488053292]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.03590698691824701, 0.0857544407474428, 0.045151848328213604]","[-0.03770373503448605, -0.01743647629301514, 0.05498430042037426]","[-0.03770373503448604, -0.017436476293015146, 0.05498430042037426]","[-4.336808689942018e-19, 0.0, 0.0]","[0.0005277329299620123, 0.07627732073630794, 0.03405813668838403]","[0.0005277329299620119, 0.07627732073630793, 0.03405813668838403]","[[-0.99719998  0.03803856  0.06438382 -0.00456802]
 [-0.05497228 -0.95656723 -0.28628166  0.08274362]
 [ 0.05069771 -0.28901939  0.95597988 -0.01054002]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.28645956  0.05588501 -1.5274246 ],"[-0.045411741095365644, 0.012611945881747778, 0.007173057928104236, 0.054311245124826955, 0.012761946836500754, 0.02609329834435449, 0.05431111899157107, 0.012761946837017327, -0.02617883309295489, -0.07348439991296472, 0.03486523574728821, 0.013190990911278452, 0.08253353712294896, 0.035015238001589635, 0.03136509756412546, 0.08253352927724854, 0.035015238001621776, -0.03144999902937618]","[0.04548267028134004, 0.06041259634489633, 0.0343810855927349, -0.05301012221910871, 0.058594113255556954, 0.0588460589850195, -0.05566007368904922, 0.07370176808146414, 0.008874944850116927, 0.07255850640777242, 0.03631868559384435, 0.03195597464805968, -0.08210943701714819, 0.03685722752681708, 0.05933214274258429, -0.08529401061111097, 0.055012008227513585, -0.0007178263563690861]","[0.04548267028134004, 0.06041259634489632, 0.03438108559273491, -0.05301012221910871, 0.05859411325555694, 0.05884605898501951, -0.05566007368904922, 0.07370176808146414, 0.008874944850116927, 0.07255850640777244, 0.036318685593844345, 0.031955974648059673, -0.08210943701714818, 0.03685722752681708, 0.0593321427425843, -0.08529401061111096, 0.055012008227513565, -0.0007178263563690918]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.09856962277121079, 0.12297594733783652, 0.08649084029945181]","[0.11158551983048175, -0.06291182341837279, 0.0549826273393564]","[0.11158551983048173, -0.06291182341837277, 0.0549826273393564]","[8.673617379884035e-19, 0.0, 0.0]","[-0.002672861333274522, 0.07479509994155883, 0.03761757032297665]","[-0.002672861333274524, 0.07479509994155883, 0.03761757032297664]","[[-0.94770188 -0.03047343  0.31769878 -0.01220487]
 [-0.05197657 -0.96740569 -0.24783999  0.08154142]
 [ 0.31489614 -0.25139132  0.91522829 -0.01478415]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.32933087  0.0521561  -1.25259211],"[-0.04881395320243312, 0.011972909008242022, 0.0070368281958339985, 0.0509090330177595, 0.012122909962994956, 0.025957068612084223, 0.05090890688450361, 0.012122909963511522, -0.026315062825225142, -0.07688661202003219, 0.03422619887378245, 0.013054761179008216, 0.07913132501588153, 0.03437620112808383, 0.031228867831855182, 0.07913131717018108, 0.03437620112811594, -0.031586228761646434]","[0.04518177327697818, 0.06293097076989194, 0.025582375528380906, -0.043375774176525515, 0.05499057310290431, 0.07454340954808275, -0.059835947195744324, 0.06813133711714872, 0.026702435997008594, 0.07252465908746994, 0.04074562562229848, 0.01665625338292366, -0.06961867386952661, 0.03127729788410353, 0.08281924149535878, -0.089398898049477, 0.047068468231560766, 0.025329085551062593]","[0.04518177327697817, 0.06293097076989194, 0.0255823755283809, -0.04337577417652552, 0.05499057310290432, 0.07454340954808274, -0.059835947195744324, 0.06813133711714874, 0.02670243599700859, 0.07252465908746995, 0.04074562562229849, 0.01665625338292366, -0.06961867386952664, 0.031277297884103536, 0.08281924149535877, -0.089398898049477, 0.04706846823156079, 0.025329085551062582]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
